Doctor Name,Qualifications,Specializations,Experience,Clinic Address,City,Consultation Fee,,
Dr. Anurag Sharan,"MCh - Plastic Surgery, MBBS",Plastic Surgeon,18 Years Experience Overall  (12 years as specialist),"Beldar Toly, New Capital, Patna",Patna,500,,
Dr. Amit Ranhan,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,8 Years Experience Overall  (7 years as specialist),"Bailey Road, Saguna More, Landmark: Near Skoda Showroom, Patna",Patna,500,,
Dr. Mohan Singh,"MBBS, MD - Dermatology","Dermatologist, Dermatosurgeon, Aesthetic Dermatologist, Pediatric Dermatologist",44 Years Experience Overall  (40 years as specialist),"#337, Main Road, Guru Hargobind Nagar., Phagwara",Phagwara,300,,
Dr. Sathya,"MD - Dermatology , Venereology & Leprosy","Aesthetic Dermatologist, Dermatologist",10 Years Experience Overall  (6 years as specialist),"North Main Street, Pudukkottai",Pudukkottai,250,,
Dr. Nahida Nabi,"MD - Dermatology, MBBS",Dermatologist,7 Years Experience Overall  (2 years as specialist),"Life Line Complex New Colony, Landmark: Near District Hospital, Pulwama",Pulwama,500,,
Dr. Amol Bhandkar,"MBBS, DDVL",Dermatologist,21 Years Experience Overall  (15 years as specialist),"3, Sai Nandan Society, Old Kharadi Mundhwa Road, Ganesh Nagar, Landmark: Next to Sunderabai School & Near Bollywood Theatre, Pune",Pune,500,,
Dr. Pallavi Ahire Shelke,"MBBS, MD - Dermatology, DNB - Dermatology & Venereology, DVD","Hair Transplant Surgeon, Dermatologist, Cosmetologist, Dermatosurgeon, Trichologist",17 Years Experience Overall  (11 years as specialist),"Office No. 3, 2nd Floor, Windsor Commerce, Near Wadeshwar Hotel, Baner Road , Landmark: Next to Wadeshwar , Pune",Pune,600,,
Dr. Pradeep Kumari,"MBBS, DVD, FCPS - Dermatology, Venereology & Leprosy, DNB - Dermatology & Venereology","Dermatologist, Dermatosurgeon, Hair Transplant Surgeon, Aesthetic Dermatologist, Pediatric Dermatologist, Cosmetologist",21 Years Experience Overall  (16 years as specialist),"207, Tradenet Building, Next To Phoenix Mall, Landmark: Above Kothari Wheels Maruti Showroom, Next to Phoenix market city, Pune",Pune,700,,
Dr. Rajshree Patil,"MBBS, DNB - Dermatology & Venereology","Dermatologist, Cosmetologist, Venereologist",26 Years Experience Overall,"15, Shakun Apartment, Niyoshi Park, D P Road, Landmark: Near  Bank of Maharasthra, Pune",Pune,500,,
Dr. Shuhaib MP,"MBBS, Diploma in Dermatology, Fellowship in Aesthetic Medicine (FAM)","Cosmetologist, Trichologist, Dermatologist",14 Years Experience Overall  (9 years as specialist),"Office Number 101, Shree Building, Landmark: Near Ganraj Mangal Karyalay, Pune",Pune,500,,
Dr. Ravi Kothari,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",21 Years Experience Overall  (16 years as specialist),"Supreme Square, 1st Floor, D.P Road, Landmark: Above Fedaral Bank & Next to Shivsagar Hotel, Pune",Pune,600,,
Dr. Mohan Darbastwar,"Diploma in Dermatology, MBBS",Dermatologist,17 Years Experience Overall  (6 years as specialist),"Office Number 8, 2nd Floor, Ganga Cascade, North Main Road, Landmark: Near Pizza Hut, Pune",Pune,700,,
Dr. Rahul R. Bagrecha,"MDS - Oral & Maxillofacial Surgery, BDS","Implantologist, Oral And MaxilloFacial Surgeon, Hair Transplant Surgeon",19 Years Experience Overall  (13 years as specialist),"Shop Number-105, Grandstand 2, Landmark: Infront of Forest County Gate Number-3, Pune",Pune,300,,
Dr. Sonal Chavan,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Dermatosurgeon",18 Years Experience Overall  (10 years as specialist),"Office Number 408, Fortuna Complex., Landmark: Opposite Rainbow Plaza., Pune",Pune,700,,
Dr. Hina Kherajani,"MBBS, DVD","Dermatologist, Venereologist, Cosmetologist",22 Years Experience Overall  (15 years as specialist),"Office Number 204 B, Royal Tranquil Commercial Complex, Kokane Chowk Rahatani, Pimple Saudagar, Landmark: Above Chitale Bandhu Mithaiwale, Pune",Pune,700,,
Dr. L K Desai,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Pediatric Dermatologist, Hair Transplant Surgeon",28 Years Experience Overall  (17 years as specialist),"Survey Number 13 A , Uday Baug, Ghorpadi, Landmark: Below B T Kawade Bridge, Pune",Pune,700,,
Dr. Hitesh Laad,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist",24 Years Experience Overall  (15 years as specialist),"3, Shree Ram Palace, Baner road, Baner, Above Vishweshwar Bank, Pune,  411045, Landmark: Near Orchid School Opposite Nandu's Paratha, Pune",Pune,600,,
Dr. Pushkar Deshpande,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Hair Transplant Surgeon, Plastic Surgeon",23 Years Experience Overall  (9 years as specialist),"flat no 3, 1 st floor , Sumitra apartment, nisarga hotel lane, besides Pn gadgil , off Karve road pune 411004, Landmark: Besides p n gadgil ,nisarga hotel lane, Pune",Pune,1000,,
Dr. Rohan Anand,"MBBS, DVD","Dermatologist, Cosmetologist, Venereologist",12 Years Experience Overall  (6 years as specialist),"201, 2nd Floor, Ganga Commerce, Corner of Lane 5, Landmark: North Main Road, Pune",Pune,500,,
Dr. Arti Sutrawe-Bhasme,"MBBS, DDVL","Dermatologist, Cosmetologist, Trichologist, Dermatosurgeon, Venereologist",18 Years Experience Overall  (12 years as specialist),"Flat Number -102, Second Floor, Number 50, Platinum Classic society, above Vishweshwar bank and Hotel Navmi ,Kharadi , Chandannagaron Pune Nagar road highway  , Landmark: Near VIshweshwar Bank, hotel navmi, on nagar road highway, Pune",Pune,700,,
Dr. Pooja Tilwani,"MBBS, DVD",Dermatologist,14 Years Experience Overall  (9 years as specialist),"Shop Number 126,127 , First Floor, Vision 9 Mall, Landmark: Vision 9 Mall - Kunal Icon Road, Pune",Pune,700,,
Dr. Vasant Gholave,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist",24 Years Experience Overall  (9 years as specialist),"Flat Number 201, 2nd Floor, Kamayani Towers, Shivajinagar, Landmark: Opposite to Balgandharv Chowk, Above SBI,, Pune",Pune,800,,
Dr. Rajarajeswari Patil,"DVD, MBBS",Dermatologist,17 Years Experience Overall  (15 years as specialist),"Butte Patil Classic Apartment,  Survey Number -94/16, Plot Number 38/16   Commercial Unit Number 2 & 3 Prabhat Road Erandawane, Pune",Pune,700,,
Dr. Karuna Soni,"MBBS, DDVL","Pediatric Dermatologist, Cosmetologist, Immunodermatologist, Aesthetic Dermatologist, Dermatosurgeon, Trichologist, Dermatologist",18 Years Experience Overall  (12 years as specialist),"Kapil Classic, Baner Allure aesthetics. Office number 4,5 and 6, Baner Rd, Landmark: above bank of Maharashtra, Pune",Pune,700,,
Dr. Nandini Teli,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Aesthetic Dermatologist, Pediatric Dermatologist, Cosmetologist",15 Years Experience Overall  (9 years as specialist),"1st Floor, C Wing, Datta Mandir Road, RK Life Space, Landmark: Near Preet's Punjabi Swad Hotel, Pune",Pune,800,,
Dr. Pradeep Patil,"MBBS, DNB - Dermatology & Venereology","Dermatologist, Venereologist, Hair Transplant Surgeon, Cosmetologist",23 Years Experience Overall  (6 years as specialist),"301, Third Floor, Decent Homes, Lalit Estate, Baner opposite urbo restaurants, Landmark: Opposite to Urbo Restaurants, Pune",Pune,600,,
Dr. Madhavi Krishnarao Salunkhe,"MBBS, DVD","Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",22 Years Experience Overall  (17 years as specialist),"Ground Floor, Deccan 99 Mall, Plot Number 1258, Jangali Maharaj Road, Landmark: Opposite to Deccan Avenue, Pune",Pune,700,,
Dr. K R Chandvania,"MBBS, MD - Dermatology and Venerology",Dermatologist,45 Years Experience Overall  (39 years as specialist),"2nd Floor, Jewel of Pimpri. Kamla Cross Road, Landmark: Opposite  PCMC Building &  Above Tiranga Hotel., Pune",Pune,900,,
Dr. Sumit Parsewar,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy","Hair Transplant Surgeon, Dermatosurgeon, Dermatologist, Trichologist, Cosmetologist, Venereologist, Aesthetic Dermatologist",10 Years Experience Overall,"306, 3rd Floor,  Altus Building, Landmark: Near Balewadi Highstreets, Pune",Pune,700,,
Dr. Mohan Nalawade,"DVD, MBBS, DNB - Obstetrics & Gynecology, FCPS - Mid. & Gynae",Dermatologist,21 Years Experience Overall  (19 years as specialist),"Disha Building, Dp Road,Parihar Chowk, Landmark: Opposite Bajaj FinServe, Above Go Colors ,Near Fashion Planet, Pune",Pune,500,,
Dr. Amey Kelkar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist",15 Years Experience Overall  (7 years as specialist),"Ground Level, Kumar Millinium, Paud Road, Landmark: Near Shiv Tirth Nagar & Rohan Corner, Pune",Pune,600,,
Dr. Rashmi Gujalwar,"MBBS, DDVL","Dermatologist, Aesthetic Dermatologist",17 Years Experience Overall  (12 years as specialist),"Shop Number - 263, Vision 9, Kunal Icon Road, Landmark: Near Kunal Icon, Pune",Pune,600,,
Dr. Nitin Jain,"MBBS, DVD, FCPS - Dermatology, Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon",22 Years Experience Overall  (16 years as specialist),"1st Floor, Nandan pride, ""A"" wing ,  Karve Road., Landmark: Near Karve Statue, Near Domino's Pizza,Above Natural's Ice Cream,Left to Karve Putala., Pune",Pune,700,,
Dr. Keerti Verma,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD","Dermatologist, Cosmetologist, Trichologist, Hair Transplant Surgeon, Aesthetic Dermatologist",14 Years Experience Overall  (13 years as specialist),"Ground Floor, Deccan 99 Mall, Plot Number 1258, Jangali Maharaj Road, Landmark: Opposite to Deccan Avenue, Pune",Pune,700,,
Dr. Rupal Phate,"MBBS, DVD","Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",17 Years Experience Overall  (15 years as specialist),"Ground Floor, Fortaleza Complex, Landmark: Below NM Medical & Gold's Gym, Pune",Pune,700,,
Dr. Amrin Jibrail Diwan,"MBBS, DVD","Trichologist, Dermatologist, Hair Transplant Surgeon, Cosmetologist",12 Years Experience Overall  (5 years as specialist),"Ground Floor, Fortaleza Complex, Landmark: Below NM Medical & Gold's Gym, Pune",Pune,700,,
Dr. Hetal Jobanputra,"MBBS, DVD, FCPS - Dermatology & Venereology, DNB - Dermatology & Venereology","Dermatologist, Aesthetic Dermatologist, Pediatric Dermatologist, Trichologist, Dermatosurgeon",19 Years Experience Overall  (18 years as specialist),"Office Number 308, K square Building, Third Floor,Shroff Lane, Pancard Club Road, Landmark: Next to Union Bank, Opposite to Little Millennium Pre-school, Pune",Pune,700,,
Dr. Vijay Nagdev,"MBBS, DVD","Dermatologist, Hair Transplant Surgeon",14 Years Experience Overall  (6 years as specialist),"Rama equator complex, shop no 1, morwadi chowk , pimpri chinchwad , pune 18 ., Landmark: MORWADI CHOWK, Pune",Pune,700,,
Dr. Ajinkya S. Patil,"BDS, MDS - Oral & Maxillofacial Surgery",Hair Transplant Surgeon,9 Years Experience Overall  (2 years as specialist),"1st Floor, Saikar's Classic, Pan Card Club Road, Landmark: Near Murkute Garden, Pune",Pune,500,,
Dr. Sandeep Naphade,"MBBS, MCh - Plastic Surgery",Plastic Surgeon,21 Years Experience Overall  (12 years as specialist),"Plot Number 30 C, Karve Road, Erandawane, Landmark: Near Gharware College, Pune",Pune,500,,
Dr. Renuka Vinod Nalawade,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist",11 Years Experience Overall  (3 years as specialist),"Paud Road, Bhusari Colony, Landmark: Royal Enfield Showroom, Pune",Pune,600,,
Dr. Tejaswini Salunke,"MBBS, DDVL",Dermatologist,15 Years Experience Overall  (2 years as specialist),"Plot no B-1, Amba Vatika Co-op Housing society, Khondawa Khurd, Landmark: Near Cafe Coffee Day, Pune",Pune,600,,
Dr. Poonam Naphade,"MBBS, DVD","Dermatologist, Trichologist",21 Years Experience Overall  (11 years as specialist),"S.No 19 (P) Behind Gulmohar Park, Vishal Nagar, Pune, Landmark: Near Gulmohar Park Society, Pune",Pune,1000,,
Dr. Renu Jadhav,"MBBS, DDVL","Dermatologist, Cosmetologist",18 Years Experience Overall  (11 years as specialist),"Office Number 311, 3rd Floor, Naren Pearl, Magarpatta Rd, Landmark: Above Vaparimal Saree Store and Axis Bank, Pune",Pune,500,,
Dr. Anagha Dudhbhate,"MD - Dermatology and Venerology, DVD, MBBS","Dermatologist, Pediatric Dermatologist, Trichologist",35 Years Experience Overall  (32 years as specialist),"Ground Floor, Vidyashree Apartment, Landmark: Behind Dashbhuja  Ganesh Mandir & Opposite Abhinav Primary English School, Pune",Pune,800,,
Dr. Ashutosh Shende,"MBBS, MD - Pharmacology, DVD","Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist, Venereologist",17 Years Experience Overall  (6 years as specialist),"207, Citi Centre Building, Near Garware College, Karve Road, Landmark: Near Garware College, Pune",Pune,600,,
Dr. Gunjan Chavan,"MBBS, DVD","Dermatologist, Cosmetologist",20 Years Experience Overall  (10 years as specialist),"Office Number-23/24, 4th floor,Metro-9 above Patanjali megastores, Landmark: Above Patanjali Megastore & Near Wisdom World School & Beside Bharat Gas Agency, Pune",Pune,500,,
Dr. Rashmi Soni Lohiya,"MBBS, Diploma in Dermatology, DNB - Dermatology & Venereology, MD - Dermatology","Dermatologist, Dermatosurgeon, Aesthetic Dermatologist, Immunodermatologist, Pediatric Dermatologist, Cosmetologist",21 Years Experience Overall  (14 years as specialist),"Senapati Bapat Road, Landmark: Next to Domino's Pizza, Pune",Pune,700,,
Dr. Patil Leena Rajendra,"MBBS, DVD","Dermatologist, Hair Transplant Surgeon, Cosmetologist, Venereologist, Trichologist",9 Years Experience Overall  (3 years as specialist),"Myskin Shrishti Centre C-3, 2nd Floor, Nagar Road, Landmark: Opposite Hotel Novotel, Pune",Pune,500,,
Dr. Amit S Murkute,"DNB - Dermatology & Venereology, DDVL, MBBS","Dermatologist, Hair Transplant Surgeon, Trichologist",13 Years Experience Overall  (9 years as specialist),"Dange Empire, 1st Floor, Dange Chowk, Aundh Road, Landmark: Opposite to BRT Bus Stop, Pune",Pune,800,,
Dr. Shveta Sharma,"MBBS, DVD","Dermatologist, Cosmetologist, Venereologist",19 Years Experience Overall  (5 years as specialist),"S.Number22, Hissa Number 24, Landmark: Next to Nyati Empire, Pune",Pune,750,,
Dr. V J Tannu,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD","Dermatologist, Cosmetologist",46 Years Experience Overall  (42 years as specialist),"718, Ganesh Road, Near Kasba Ganpati Temple, Sampada Bank, Landmark: Near Kasba Ganpati Chowk, Opposite Lal Mahal & Near Sampada Bank, Pune",Pune,750,,
Dr. Inderpreet Mahendra,"MBBS, DVD","Dermatologist, Cosmetologist",12 Years Experience Overall  (11 years as specialist),"Shop no S1, Ground Floor, Datta Mandir Chowk, Landmark: Nyati Millenium Premises, Pune",Pune,650,,
Dr. Varsha Rangari,"MBBS, DVD",Dermatologist,23 Years Experience Overall  (20 years as specialist),"Aditya Birla Marg, Thergaon, Landmark: Near Morya Mangal Karyalaya, Pune",Pune,1000,,
Dr. Shridevi M Lakhe,"MBBS, Diploma in Dermatology","Dermatologist, Cosmetologist, Trichologist, Pediatric Dermatologist, Aesthetic Dermatologist, Hair Transplant Surgeon",12 Years Experience Overall  (9 years as specialist),"01,  1st  Floor ,   Panchsheel Towers, Landmark: Opposite to Yoo Villas, Pune",Pune,700,,
Dr. Abdul Mateen M Ayyub,"DVD, MBBS",Dermatologist,13 Years Experience Overall  (5 years as specialist),"Plot no B-1, Amba Vatika Co-op Housing society, Khondawa Khurd, Landmark: Near Cafe Coffee Day, Pune",Pune,550,,
Dr. Yogeshree Kanase,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Cosmetologist",14 Years Experience Overall  (7 years as specialist),"D-15, Ganesham Phase II, Level 4, Nashik Phata Road, Landmark: Govind Yashda Chowk, Pune",Pune,600,,
Dr. Akshay Amarnath Mirajkar,"MBBS, DVD",Dermatologist,14 Years Experience Overall  (4 years as specialist),"Serial Number 22/10B/15, Yugal Parnavi, Landmark: Opposite Buisness Exoria, Pune",Pune,800,,
Dr. Vaishalee Kirane,"MBBS, DNB - Dermatology & Venereology, DVD","Dermatologist, Trichologist, Dermatosurgeon, Aesthetic Dermatologist",30 Years Experience Overall  (27 years as specialist),"Aditya Birla Marg, Thergaon, Landmark: Near Morya Mangal Karyalaya, Pune",Pune,1000,,
Dr. Rashmi Aderao,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon",14 Years Experience Overall  (7 years as specialist),"D-1,2, 1st Floor, Sakhai Plaza Building, DP Road, Landmark: Near Paranjape High School, Bhelke Nagar Circle & Near Yashwantrao Chavan Natyagruha, Pune",Pune,500,,
Dr. Vanishree S. V,"MBBS, DVD","Dermatologist, Trichologist",15 Years Experience Overall  (6 years as specialist),"370, Tilak Road, Nigdi Chowk, Sector Number 24, Pradhikaran, Pimpri-Chinchwad, Landmark: Next to Hotel Savali, and Opposite Hotel Gaarva, Pune",Pune,699,,
Dr. Nitin Maske,"MBBS, DDV",Dermatologist,12 Years Experience Overall,"Flat Number A- 1/2, Pariseema Society, Shirole Road,  Deccan Gymkhana, Landmark: Near Starbucks coffee, Pune",Pune,500,,
Dr. Madhur Eshwar Rao Basude,"MBBS, DDVL, CCT - Dermatology",Dermatologist,10 Years Experience Overall  (8 years as specialist),"# 14 -20, City Pride building, NIGDI pradhikaran, Landmark: Next to BHEL Chowk, Below kotak mahindra bank,, Pune",Pune,650,,
Dr. Vikram Rangrao Wagh,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Plastic Reconstruction Surgeon",11 Years Experience Overall  (5 years as specialist),"Aditya Birla Marg, Thergaon, Landmark: Near Morya Mangal Karyalaya, Pune",Pune,1000,,
Dr. Varsha Bodke,"MBBS, DVD, DNB - Dermatology & Venereology","Dermatologist, Cosmetologist, Trichologist, Venereologist",28 Years Experience Overall  (23 years as specialist),"218, Jai Ganesh Vishwa Complex, Landmark: Near Ganapathi Mandir & Above Om Medical Vishrantwadi Chowk, Pune",Pune,600,,
Dr. Tejal Ubale,"MBBS, DDVL","Dermatologist, Cosmetologist, Hair Transplant Surgeon",9 Years Experience Overall  (5 years as specialist),"Ground Floor, Mantri Vertex, Landmark: Opposite Nirmitee Furnishings, Pune",Pune,500,,
Dr. Mayank Lagoo,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",6 Years Experience Overall  (1 year as specialist),"Ground Floor, Fortaleza Complex, Landmark: Below NM Medical & Gold's Gym, Pune",Pune,700,,
Dr. Ajay More,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,9 Years Experience Overall  (1 year as specialist),"1st Floor, Nandan pride, ""A"" wing ,  Karve Road., Landmark: Near Karve Statue, Near Domino's Pizza,Above Natural's Ice Cream,Left to Karve Putala., Pune",Pune,700,,
